example_id,agent,update_ms,read_ms,generation_ms,end_to_end_ms,model_loading_policy
1da05512,bounded_rag,257.65769999998156,10.034700011601672,350.7720000052359,618.4644000168191,one shared preloaded model
fca70973,bounded_rag,235.20589999679942,9.334999995189719,314.1057000029832,558.6465999949723,one shared preloaded model
b6025781,bounded_rag,258.5449000034714,9.549200010951608,315.1012000016635,583.1953000160865,one shared preloaded model
a89d7624,bounded_rag,251.70720000460278,10.925399998086505,289.01560000667814,551.6482000093674,one shared preloaded model
b0479f84,bounded_rag,266.4118000102462,10.051000004750676,318.37170000653714,594.834500021534,one shared preloaded model
1d4e3b97,bounded_rag,271.40769999823533,8.106299996143207,345.9775999945123,625.4915999888908,one shared preloaded model
07b6f563,bounded_rag,451.44999999320135,11.042699989047833,289.9481000058586,752.4407999881078,one shared preloaded model
1c0ddc50,bounded_rag,273.808599988115,10.980100007145666,243.8583000039216,528.6469999991823,one shared preloaded model
0a34ad58,bounded_rag,263.60000000568107,7.098100002622232,341.13679999427404,611.8349000025773,one shared preloaded model
d3ab962e,bounded_rag,252.05719999212306,10.766999999759719,322.90710000961553,585.7313000014983,one shared preloaded model
2311e44b,bounded_rag,267.1752999885939,10.12750000518281,307.7207000023918,585.0234999961685,one shared preloaded model
cc06de0d,bounded_rag,253.07609999435954,10.837800000444986,218.541299997014,482.4551999918185,one shared preloaded model
a11281a2,bounded_rag,257.9684000083944,9.883500009891577,247.2507000056794,515.1026000239654,one shared preloaded model
4f54b7c9,bounded_rag,263.18240001273807,5.464300003950484,147.87909999722615,416.5258000139147,one shared preloaded model
85fa3a3f,bounded_rag,251.83690000267234,9.85190000210423,256.5321000001859,518.2209000049625,one shared preloaded model
9aaed6a3,bounded_rag,282.49139999388717,8.158199998433702,305.81859999801964,596.4681999903405,one shared preloaded model
1f2b8d4f,bounded_rag,279.1795999946771,8.12719999521505,259.4688999961363,546.7756999860285,one shared preloaded model
e6041065,bounded_rag,246.08850000367966,10.093599994434044,272.17519999248907,528.3572999906028,one shared preloaded model
51c32626,bounded_rag,275.0577999977395,11.252799988142215,293.9457000029506,580.2562999888323,one shared preloaded model
d905b33f,bounded_rag,277.46230000047944,11.094200002844445,339.3728000082774,627.9293000116013,one shared preloaded model
7405e8b1,bounded_rag,234.2791999981273,8.667300004162826,349.6791000070516,592.6256000093417,one shared preloaded model
f35224e0,bounded_rag,263.2748000032734,11.791199998697266,296.33900000771973,571.4050000096904,one shared preloaded model
6456829e,bounded_rag,256.342599997879,11.652900007902645,140.84740000544116,408.8429000112228,one shared preloaded model
a4996e51,bounded_rag,273.7582000117982,9.958900001947768,235.23939998995047,518.9565000036964,one shared preloaded model
3c1045c8,bounded_rag,244.38989999180194,8.798099996056408,233.4631999983685,486.65119998622686,one shared preloaded model
60036106,bounded_rag,193.2233000115957,4.235599990352057,259.46919999842066,456.92810000036843,one shared preloaded model
681a1674,bounded_rag,191.3044999964768,4.328099996200763,134.69559999066405,330.3281999833416,one shared preloaded model
e25c3b8d,bounded_rag,213.96390000882093,4.329799994593486,224.48699999949895,442.78070000291336,one shared preloaded model
4adc0475,bounded_rag,196.1592000006931,4.193300002953038,232.08449999219738,432.4369999958435,one shared preloaded model
4bc144e2,bounded_rag,209.86629999242723,4.6308000019053,197.1233999938704,411.62049998820294,one shared preloaded model
ef66a6e5,bounded_rag,180.46410000533797,4.443199999514036,231.30699999455828,416.2142999994103,one shared preloaded model
5025383b,bounded_rag,188.64370000665076,5.2466000051936135,262.1271000098204,456.0174000216648,one shared preloaded model
a1cc6108,bounded_rag,193.84210000862367,4.411600006278604,221.7689000099199,420.02260002482217,one shared preloaded model
9ee3ecd6,bounded_rag,189.5541999983834,4.203799995593727,210.88769999914803,404.64569999312516,one shared preloaded model
3fdac837,bounded_rag,191.3465000106953,8.0792999942787,235.66769999160897,435.093499996583,one shared preloaded model
91b15a6e,bounded_rag,196.41390000469983,8.173900001565926,245.57680000725668,450.16460001352243,one shared preloaded model
27016adc,bounded_rag,193.91660000837874,4.803599993465468,219.05339999648277,417.773599998327,one shared preloaded model
720133ac,bounded_rag,190.4445999971358,4.748200008179992,260.38630001130514,455.57910001662094,one shared preloaded model
77eafa52,bounded_rag,209.01960000628605,4.099199999473058,224.17639999184757,437.2951999976067,one shared preloaded model
8979f9ec,bounded_rag,185.43939999653958,7.506699999794364,266.2484000029508,459.19449999928474,one shared preloaded model
